,Var1,Metadata_moa.x,Metadata_Plate_Map_Name.x
335,BRD-A73859745-236-01-8,Apoptosis stimulant,H-BIOA-002-3
336,BRD-A74667430-001-04-6,Cyclooxygenase inhibitor,H-BIOA-002-3
337,BRD-A74904029-001-04-0,Casein kinase inhibitor,H-BIOA-002-3
338,BRD-A74980173-001-02-8,Bacterial DNA gyrase inhibitor,H-BIOA-002-3
339,BRD-A75455249-001-02-0,calcium channel modulator|mTOR inhibitor|sodium channel blocker,H-BIOA-006-3
340,BRD-A75478957-001-01-6,collagenase inhibitor|metalloproteinase inhibitor|stromelysin inhibitor,H-BIOA-002-3
341,BRD-A75552914-001-04-4,Cyclooxygenase inhibitor,H-BIOA-002-3
342,BRD-A75769826-003-01-3,opioid receptor antagonist,H-BIOA-002-3
343,BRD-A75817871-001-02-6,ATPase inhibitor,H-BIOA-002-3
344,BRD-A75850590-003-04-9,bacterial DNA gyrase inhibitor,H-BIOA-002-3
345,BRD-A76093993-001-01-8,Potassium channel activator,H-BIOA-002-3
346,BRD-A77291778-003-04-8,acetylcholine receptor antagonist,H-BIOA-002-3
347,BRD-A77299732-001-01-6,Eukaryotic translation initiation factor inhibitor,H-BIOA-002-3
348,BRD-A77349281-001-02-2,heparanase inhibitor|tyrosine phosphatase inhibitor,H-BIOA-002-3
349,BRD-A78295502-337-03-5,anti-arrhythmia agent,H-BIOA-002-3
350,BRD-A78377521-001-02-2,Kinesin-like spindle protein inhibitor,H-BIOA-002-3
351,BRD-A78877355-003-03-6,Cyclooxygenase inhibitor,H-BIOA-002-3
352,BRD-A78942461-003-01-3,Adrenergic receptor antagonist,H-BIOA-002-3
353,BRD-A79226577-003-01-1,serotonin receptor antagonist|polarization inhibitor|sodium channel blocker,H-BIOA-002-3
354,BRD-A79672927-001-04-1,Acetylcholine receptor antagonist,H-BIOA-002-3
355,BRD-A79981887-003-04-0,adrenergic receptor agonist,H-BIOA-002-3
356,BRD-A80017228-001-04-2,Sodium/potassium/chloride transporter inhibitor,H-BIOA-002-3
357,BRD-A80213327-305-01-8,Ras GTPase inhibitor,H-BIOA-002-3
358,BRD-A80594172-001-02-0,glucocorticoid receptor agonist,H-BIOA-002-3
359,BRD-A80641450-001-01-4,Endothelin receptor antagonist,H-BIOA-002-3
360,BRD-A81177136-001-03-6,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,H-BIOA-002-3
361,BRD-A81615860-001-02-9,tryptophan hydroxylase inhibitor,H-BIOA-002-3
362,BRD-A81795050-003-01-7,oxidosqualene cyclase inhibitor,H-BIOA-002-3
363,BRD-A81866333-003-01-5,Adenosine receptor agonist,H-BIOA-002-3
364,BRD-A82238138-001-01-7,glucocorticoid receptor agonist,H-BIOA-002-3
365,BRD-A82371568-001-01-5,ribonucleoside reductase inhibitor|DNA polymerase inhibitor|DNA repair enzyme inhibitor|DNA synthesis inhibitor|ribonucleotide reductase inhibitor,H-BIOA-002-3
366,BRD-A82590476-001-01-1,tachykinin antagonist,H-BIOA-002-3
367,BRD-A82656074-003-01-2,opioid receptor antagonist,H-BIOA-002-3
368,BRD-A83326220-001-02-6,Nitric oxide production inhibitor,H-BIOA-002-3
369,BRD-A83431637-001-01-3,Cytochrome P450 inhibitor,H-BIOA-002-3
370,BRD-A83695761-001-01-1,Potassium channel blocker,H-BIOA-002-3
371,BRD-A83855350-003-01-4,Opioid receptor antagonist,H-BIOA-002-3
372,BRD-A83937277-001-03-0,Hydantoin antiepileptic,H-BIOA-002-3
373,BRD-A84174393-001-02-0,Cyclooxygenase inhibitor,H-BIOA-002-3
374,BRD-A84174873-001-06-0,benzodiazepine receptor agonist,H-BIOA-002-3
375,BRD-A84389091-001-01-1,GABA receptor inverse agonist,H-BIOA-002-3
376,BRD-A84389633-001-01-6,serotonin receptor antagonist,H-BIOA-002-3
377,BRD-A85137183-001-01-2,bacterial cell wall synthesis inhibitor,H-BIOA-002-3
378,BRD-A85234536-001-04-5,Adenosine receptor agonist,H-BIOA-002-3
379,BRD-A85280935-003-01-7,Dopamine receptor agonist,H-BIOA-002-3
380,BRD-A85472596-001-01-4,Prostanoid receptor antagonist,H-BIOA-002-3
381,BRD-A85587465-001-01-7,Serotonin receptor antagonist,H-BIOA-002-3
382,BRD-A86044036-001-04-2,cyclooxygenase inhibitor,H-BIOA-002-3
383,BRD-A87479750-001-01-9,Cyclooxygenase inhibitor,H-BIOA-002-3
384,BRD-A87719232-001-02-4,Cyclooxygenase inhibitor,H-BIOA-002-3
385,BRD-A88254928-001-04-6,adrenergic receptor agonist,H-BIOA-002-3
386,BRD-A88282067-001-02-2,Antiarrhythmic,H-BIOA-002-3
387,BRD-A88548664-001-01-5,dopamine receptor agonist,H-BIOA-002-3
388,BRD-A89434049-001-02-1,ATPase inhibitor,H-BIOA-002-3
389,BRD-A89585551-003-03-4,adenosine receptor antagonist|hemoglobin antagonist,H-BIOA-002-3
390,BRD-A89672324-001-02-2,GABA receptor antagonist,H-BIOA-002-3
391,BRD-A89947015-001-01-4,adenosine deaminase inhibitor|ribonucleotide reductase inhibitor,H-BIOA-002-3
392,BRD-A90311807-236-01-4,Dehydropeptidase inhibitor,H-BIOA-002-3
393,BRD-A90462498-003-02-1,antineoplastic,H-BIOA-002-3
394,BRD-A90490067-001-01-9,estrogen receptor antagonist|DNA directed DNA polymerase inhibitor|soluble epoxide hydrolase inhibitor,H-BIOA-002-3
395,BRD-A90515964-001-05-8,expectorant,H-BIOA-002-3
396,BRD-A90799790-001-04-1,calcium channel blocker,H-BIOA-002-3
397,BRD-A91008255-001-02-8,calcium channel blocker,H-BIOA-002-3
398,BRD-A91699651-316-04-2,Antimalarial,H-BIOA-002-3
399,BRD-A91866971-001-02-2,Thromboxane receptor antagonist,H-BIOA-002-3
400,BRD-A92161634-001-02-6,Acetylcholine receptor antagonist,H-BIOA-002-3
401,BRD-A92585442-237-01-0,Cytochrome P450 inhibitor,H-BIOA-002-3
402,BRD-A92670106-003-03-9,Sodium channel blocker,H-BIOA-002-3
403,BRD-A92826379-009-02-6,Sodium channel blocker,H-BIOA-002-3
404,BRD-A93000692-001-03-2,PPAR receptor agonist,H-BIOA-002-3
405,BRD-A93206962-001-01-2,adrenergic receptor agonist|adrenergic receptor partial agonist,H-BIOA-002-3
406,BRD-A93255169-001-06-9,TNF production inhibitor,H-BIOA-002-3
407,BRD-A93477898-001-01-8,caspase activator,H-BIOA-002-3
408,BRD-A93659613-051-03-6,Opioid receptor agonist,H-BIOA-002-3
409,BRD-A93739713-065-02-7,muscarinic antagonist,H-BIOA-002-3
410,BRD-A94413429-003-01-6,neuropeptide receptor antagonist,H-BIOA-002-3
411,BRD-A94543220-001-02-3,Sterol demethylase inhibitor,H-BIOA-002-3
412,BRD-A94624445-236-02-2,adenosine receptor agonist|cAMP stimulant,H-BIOA-002-3
413,BRD-A94669766-001-02-6,Aromatase inhibitor,H-BIOA-002-3
414,BRD-A94709349-001-02-6,Muscle relaxant,H-BIOA-002-3
415,BRD-A95096829-300-01-4,dopamine receptor antagonist,H-BIOA-002-3
416,BRD-A95207036-001-02-8,androgen receptor antagonist,H-BIOA-002-3
417,BRD-A95445494-001-02-9,interleukin synthesis inhibitor|sodium/glucose cotransporter inhibitor,H-BIOA-002-3
418,BRD-A95513702-001-02-2,aromatase inhibitor,H-BIOA-002-3
419,BRD-A95696066-003-06-2,Norepinephrine reuptake inhibitor,H-BIOA-002-3
420,BRD-A95869247-001-03-8,thiazide diuretic,H-BIOA-002-3
421,BRD-A95939040-008-03-3,sterol demethylase inhibitor,H-BIOA-002-3
422,BRD-A96456596-001-01-4,Leukotriene receptor antagonist,H-BIOA-002-3
423,BRD-A96485169-001-02-8,Aldose reductase inhibitor,H-BIOA-002-3
424,BRD-A96882008-001-01-3,Tachykinin antagonist,H-BIOA-002-3
425,BRD-A96897502-001-02-0,lipid peroxidase inhibitor,H-BIOA-002-3
426,BRD-A97104540-004-04-4,adrenergic receptor agonist,H-BIOA-003-3
427,BRD-A97479839-003-04-2,Acetylcholine receptor antagonist,H-BIOA-003-3
428,BRD-A97701745-001-04-6,adrenergic receptor antagonist|serotonin receptor antagonist,H-BIOA-003-3
429,BRD-A97730597-003-03-2,sodium channel blocker,H-BIOA-003-3
430,BRD-A97739905-001-04-2,cyclooxygenase inhibitor,H-BIOA-003-3
431,BRD-A98299281-050-03-9,calcium channel activator,H-BIOA-003-3
432,BRD-A98378129-001-01-4,cyclooxygenase inhibitor|calcium channel blocker|calcium-activated chloride channel blocker|mucin production inhibitor,H-BIOA-003-3
433,BRD-A98702003-304-02-2,11-beta-HSD1 inhibitor,H-BIOA-003-3
434,BRD-A98725278-103-01-9,serotonin receptor antagonist,H-BIOA-003-3
435,BRD-A99177642-001-02-5,acetylcholine receptor antagonist,H-BIOA-003-3
436,BRD-A99402294-236-02-0,bacterial cell wall synthesis inhibitor,H-BIOA-003-3
437,BRD-A99411506-002-01-3,antioxidant,H-BIOA-003-3
438,BRD-A99449986-001-01-4,adenine nucleotide translocase inhibitor|caspase activator|neurotrophic agent,H-BIOA-003-3
439,BRD-A99571536-001-01-0,anti-epileptic,H-BIOA-003-3
440,BRD-K00141480-001-03-0,anti-inflammatory agent|interleukin inhibitor,H-BIOA-003-3
441,BRD-K00184207-001-02-4,aryl hydrocarbon receptor ligand,H-BIOA-003-3
442,BRD-K00206590-001-01-2,ATP channel activator,H-BIOA-003-3
443,BRD-K00259736-001-03-2,microtubule inhibitor,H-BIOA-003-3
444,BRD-K00312224-001-03-8,estrogen receptor agonist,H-BIOA-003-3
445,BRD-K00603606-003-03-4,purinergic receptor antagonist|platelet aggregation inhibitor,H-BIOA-003-3
446,BRD-K00610438-003-01-7,serotonin receptor antagonist|collagen stimulant,H-BIOA-003-3
447,BRD-K00662280-001-01-1,GABA receptor agonist,H-BIOA-003-3
448,BRD-K00673382-001-04-9,histamine receptor antagonist,H-BIOA-003-3
449,BRD-K00675675-003-01-2,metalloproteinase inhibitor,H-BIOA-003-3
450,BRD-K00824317-001-03-0,glucocorticoid receptor agonist,H-BIOA-003-3
451,BRD-K01095011-001-03-5,5 alpha reductase inhibitor,H-BIOA-003-3
452,BRD-K01244426-236-04-8,bacterial cell wall synthesis inhibitor,H-BIOA-003-3
453,BRD-K01292756-001-06-0,dopamine receptor antagonist,H-BIOA-003-3
454,BRD-K01555864-001-02-8,antineoplastic,H-BIOA-006-3
455,BRD-K01567962-001-06-5,JNK inhibitor,H-BIOA-003-3
456,BRD-K01624546-001-02-8,LTB4 inhibitor,H-BIOA-003-3
457,BRD-K01648091-001-04-2,Dopamine receptor antagonist,H-BIOA-003-3
458,BRD-K01663662-003-03-8,muscarinic antagonist,H-BIOA-003-3
459,BRD-K01815685-001-02-3,aryl hydrocarbon receptor agonist,H-BIOA-003-3
460,BRD-K01868942-001-01-3,serotonin receptor antagonist,H-BIOA-003-3
461,BRD-K01902415-001-03-4,PPAR receptor agonist,H-BIOA-003-3
462,BRD-K02265150-001-04-2,norepinephrine reputake inhibitor,H-BIOA-003-3
463,BRD-K02275692-003-03-4,bacterial cell wall synthesis inhibitor,H-BIOA-003-3
464,BRD-K02283807-003-01-4,thromboxane receptor antagonist,H-BIOA-003-3
465,BRD-K02404261-001-02-7,Adenosine receptor antagonist,H-BIOA-003-3
466,BRD-K02407574-001-03-0,tubulin polymerization inhibitor,H-BIOA-003-3
467,BRD-K02581333-001-01-8,Tyrosine phosphatase inhibitor,H-BIOA-003-3
468,BRD-K02590140-001-01-2,cannabinoid receptor antagonist,H-BIOA-003-3
469,BRD-K02607075-333-03-6,Acetylcholine receptor antagonist,H-BIOA-003-3
470,BRD-K02637541-001-02-4,Cyclooxygenase inhibitor,H-BIOA-003-3
471,BRD-K02764365-001-03-7,anthelmintic agent,H-BIOA-003-3
472,BRD-K02867583-300-04-8,serotonin reuptake inhibitor,H-BIOA-003-3
473,BRD-K02900412-001-02-2,protein synthesis inhibitor,H-BIOA-003-3
474,BRD-K02953697-001-01-9,cytochrome P450 inhibitor,H-BIOA-003-3
475,BRD-K03015355-003-01-5,adenylyl cyclase activator|Adenylate cyclase stimulant|growth hormone receptor agonist|phosphokinase stimulant,H-BIOA-003-3
476,BRD-K03067624-300-02-9,protein synthesis inhibitor,H-BIOA-003-3
477,BRD-K03109492-001-01-4,CDC inhibitor,H-BIOA-003-3
478,BRD-K03384561-001-01-9,Angiogenesis inhibitor,H-BIOA-003-3
479,BRD-K03440695-001-02-6,Acetylcholine receptor antagonist,H-BIOA-003-3
480,BRD-K03600606-001-02-3,Beta secretase inhibitor,H-BIOA-003-3
481,BRD-K03602135-236-02-1,HMGCR inhibitor,H-BIOA-003-3
482,BRD-K03642198-300-01-7,hedgehog pathway inhibitor,H-BIOA-003-3
483,BRD-K03670461-001-02-0,EGFR inhibitor,H-BIOA-003-3
484,BRD-K03842655-001-02-1,potassium channel blocker,H-BIOA-003-3
485,BRD-K03981224-001-02-9,Progestogen hormone,H-BIOA-003-3
486,BRD-K04010869-001-02-6,HSP inducer|NFKB pathway inhibitor,H-BIOA-003-3
487,BRD-K04046242-001-03-6,Estrogen receptor agonist,H-BIOA-003-3
488,BRD-K04111260-001-01-9,Dopamine receptor antagonist,H-BIOA-003-3
489,BRD-K04170657-001-02-4,Ras GTPase inhibitor,H-BIOA-003-3
490,BRD-K04185004-003-03-6,Local anesthetic,H-BIOA-003-3
491,BRD-K04414442-001-03-4,tachykinin antagonist,H-BIOA-003-3
492,BRD-K04430056-001-02-9,nitric oxide synthase inhibitor,H-BIOA-003-3
493,BRD-K04704168-003-03-6,HCV inhibitor,H-BIOA-003-3
494,BRD-K04976539-001-01-0,PKC inhibitor|src inhibitor,H-BIOA-003-3
495,BRD-K05151076-001-01-8,estrogen receptor antagonist,H-BIOA-003-3
496,BRD-K05181084-003-02-9,dopamine receptor antagonist,H-BIOA-003-3
497,BRD-K05181463-001-01-6,Dopamine receptor antagonist,H-BIOA-003-3
498,BRD-K05434375-001-04-0,calcium channel blocker,H-BIOA-003-3
499,BRD-K05464208-001-01-6,p38 MAPK inhibitor,H-BIOA-003-3
500,BRD-K05653692-001-02-5,Glucosyltransferase inhibitor,H-BIOA-003-3
501,BRD-K05673000-323-02-8,Bacterial cell wall synthesis inhibitor,H-BIOA-003-3
502,BRD-K05901394-001-01-1,Dopamine receptor agonist,H-BIOA-003-3
503,BRD-K05906022-001-02-8,HIV protease inhibitor,H-BIOA-003-3
504,BRD-K05977355-001-02-6,sterol demethylase inhibitor,H-BIOA-003-3
505,BRD-K06014311-001-01-2,Melatonin receptor antagonist,H-BIOA-003-3
506,BRD-K06024458-001-01-4,cannabinoid receptor agonist,H-BIOA-003-3
507,BRD-K06147391-003-01-9,Acetylcholine receptor antagonist,H-BIOA-003-3
508,BRD-K06159959-001-01-2,Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites,H-BIOA-003-3
509,BRD-K06208435-001-02-9,Calcium channel blocker,H-BIOA-003-3
510,BRD-K06221026-001-03-5,Cyclooxygenase inhibitor,H-BIOA-003-3
511,BRD-K06234293-001-01-8,TGF beta receptor inhibitor|p38 MAPK inhibitor,H-BIOA-003-3
512,BRD-K06426971-001-01-9,histone lyinse methyltransferase inhibitor,H-BIOA-003-3
513,BRD-K06467078-001-01-5,Adrenergic receptor antagonist,H-BIOA-003-3
514,BRD-K06543683-001-03-6,PKC inhibitor|glycogen synthase kinase inhibitor|leucine rich repeat kinase inhibitor|SIRT inhibitor,H-BIOA-003-3
515,BRD-K06593056-001-01-4,retinoid receptor agonist,H-BIOA-003-3
516,BRD-K06753942-001-02-0,MEK inhibitor,H-BIOA-003-3
517,BRD-K06854232-001-03-3,retinoid receptor agonist,H-BIOA-003-3
518,BRD-K06980535-003-04-4,Dopamine receptor antagonist,H-BIOA-003-3
519,BRD-K07117950-001-02-6,CDK inhibitor,H-BIOA-003-3
520,BRD-K07212038-001-02-1,Mast cell stabilizer,H-BIOA-003-3
521,BRD-K07220430-001-03-6,Calcium channel blocker,H-BIOA-003-3
522,BRD-K07325606-001-02-3,PKC inhibitor,H-BIOA-003-3
523,BRD-K07507905-236-01-8,adrenergic receptor agonist,H-BIOA-003-3
524,BRD-K07691486-001-05-6,CDK inhibitor,H-BIOA-003-3
525,BRD-K07762753-001-03-6,CDK inhibitor|tyrosine kinase inhibitor,H-BIOA-006-3
526,BRD-K07888196-001-01-8,IGF-1 inhibitor,H-BIOA-003-3
527,BRD-K08078237-001-04-0,calcium channel blocker,H-BIOA-003-3
528,BRD-K08109516-001-01-1,glutamate receptor antagonist,H-BIOA-003-3
529,BRD-K08115555-001-02-8,catechol O methyltransferase inhibitor|tumor necrosis factor inhibitor,H-BIOA-003-3
530,BRD-K08132273-001-01-6,EGFR inhibitor,H-BIOA-003-3
531,BRD-K08219523-001-01-9,Serotonin receptor agonist,H-BIOA-003-3
532,BRD-K08252256-236-04-9,Cyclooxygenase inhibitor,H-BIOA-003-3
533,BRD-K08287586-001-03-6,DNA synthesis inhibitor,H-BIOA-003-3
534,BRD-K08316444-001-02-7,inhibitor of mitochondrial electron transport,H-BIOA-003-3
535,BRD-K08438429-001-01-0,glucosylceramidase inhibitor|somatostatin receptor agonist,H-BIOA-003-3
536,BRD-K08554278-001-02-4,DNA binding agent,H-BIOA-003-3
537,BRD-K08619574-334-03-9,Dopamine receptor antagonist,H-BIOA-003-3
538,BRD-K08619838-300-03-2,Acetylcholine receptor agonist,H-BIOA-003-3
539,BRD-K08640512-003-01-5,Adrenergic receptor antagonist,H-BIOA-003-3
540,BRD-K08806317-050-03-6,Adrenergic receptor antagonist,H-BIOA-003-3
541,BRD-K08890269-001-01-5,Sodium channel blocker,H-BIOA-003-3
542,BRD-K08973992-001-01-3,Oxidative stress inducer,H-BIOA-003-3
543,BRD-K08996725-313-01-7,histamine receptor antagonist,H-BIOA-003-3
544,BRD-K08998509-001-01-6,dopamine receptor antagonist|serotonin receptor antagonist,H-BIOA-003-3
545,BRD-K09132007-001-01-8,casein kinase inhibitor|TGF beta receptor inhibitor,H-BIOA-003-3
546,BRD-K09255212-001-03-4,chelating agent,H-BIOA-003-3
547,BRD-K09397065-001-01-6,Serotonin receptor agonist,H-BIOA-003-3
548,BRD-K09416995-001-16-7,HMGCR inhibitor,H-BIOA-003-3
549,BRD-K09471561-001-02-6,bacterial DNA gyrase inhibitor,H-BIOA-003-3
550,BRD-K09497549-001-03-6,calcium channel modulator|mTOR inhibitor|sodium channel blocker,H-BIOA-006-3
551,BRD-K09537769-001-01-6,DNA dependent protein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,H-BIOA-003-3
552,BRD-K09549677-300-01-8,T-type calcium channel blocker|angiogenesis inhibitor|calcium channel blocker|calcium channel inhibitor|L-type calcium channel blocker|sodium channel blocker,H-BIOA-003-3
553,BRD-K09598619-065-01-5,tubulin polymerization inhibitor,H-BIOA-003-3
554,BRD-K09631521-001-02-4,cytochrome P450 inhibitor,H-BIOA-003-3
555,BRD-K09635134-001-02-4,negative control for D-erythro-MAPP,H-BIOA-003-3
556,BRD-K09635314-001-01-8,phospholipase activator,H-BIOA-003-3
557,BRD-K09668667-001-02-0,Carcinogen,H-BIOA-003-3
558,BRD-K09764130-001-02-6,Cannabinoid receptor agonist,H-BIOA-003-3
559,BRD-K09778810-001-01-5,inositol monophosphatase inhibitor,H-BIOA-003-3
560,BRD-K09963420-066-03-4,HIV protease inhibitor,H-BIOA-003-3
561,BRD-K09991945-001-02-0,glycogen synthase kinase inhibitor|PKC inhibitor|superoxide dismutase expression inhibitor,H-BIOA-006-3
562,BRD-K10042277-001-02-7,cetylcholine receptor agonist|dopamine receptor agonist|dopamine receptor antagonist|dopamine receptor partial agonist|serotonin receptor antagonist|serotonin receptor inverse agonist,H-BIOA-003-3
563,BRD-K10065684-001-02-5,laxative,H-BIOA-003-3
564,BRD-K10176267-001-01-7,glutamate receptor antagonist,H-BIOA-003-3
565,BRD-K10177585-003-01-6,Adenosine receptor antagonist,H-BIOA-003-3
566,BRD-K10207760-236-03-0,bacterial permeability inducer,H-BIOA-003-3
567,BRD-K10314788-003-04-4,nootropic agent,H-BIOA-003-3
568,BRD-K10670311-001-04-9,Antirheumatic,H-BIOA-003-3
569,BRD-K10705233-001-01-4,Cannabinoid receptor agonist,H-BIOA-003-3
570,BRD-K10843433-001-02-9,Cyclooxygenase inhibitor,H-BIOA-003-3
571,BRD-K10870738-001-02-4,lipoxygenase inhibitor,H-BIOA-003-3
572,BRD-K10974103-001-03-9,Protein synthesis inhibitor,H-BIOA-003-3
573,BRD-K10995081-001-05-5,Dopamine receptor antagonist,H-BIOA-003-3
574,BRD-K11107424-001-01-1,histamine receptor antagonist,H-BIOA-003-3
575,BRD-K11129031-001-04-4,Lipoprotein lipase activator,H-BIOA-003-3
576,BRD-K11158509-001-02-0,EGFR inhibitor,H-BIOA-003-3
577,BRD-K11163873-001-02-8,PARP inhibitor,H-BIOA-003-3
578,BRD-K11298197-001-03-9,protein synthesis inhibitor,H-BIOA-003-3
579,BRD-K11373525-003-01-3,Angiotensin receptor antagonist,H-BIOA-003-3
580,BRD-K11399644-003-03-0,AMPK activator,H-BIOA-003-3
581,BRD-K11634954-300-01-8,dopamine uptake inhibitor,H-BIOA-003-3
582,BRD-K11696279-003-01-5,Imidazoline receptor agonist,H-BIOA-003-3
583,BRD-K11717138-001-03-0,chloride channel blocker,H-BIOA-003-3
584,BRD-K11742128-003-04-4,histamine receptor antagonist,H-BIOA-003-3
585,BRD-K11911061-003-02-8,serotonin receptor antagonist,H-BIOA-003-3
586,BRD-K11927976-050-01-1,mediator release inhibitor|syk inhibitor,H-BIOA-003-3
587,BRD-K12102668-001-04-0,Monoamine oxidase inhibitor,H-BIOA-003-3
588,BRD-K12120659-305-01-4,Integrin antagonist,H-BIOA-003-3
589,BRD-K12184470-300-01-8,calcium channel blocker|T-type calcium channel blocker,H-BIOA-003-3
590,BRD-K12219985-001-04-8,Sulfonylurea,H-BIOA-003-3
591,BRD-K12244279-001-01-7,MEK inhibitor,H-BIOA-003-3
592,BRD-K12357156-001-01-5,EGFR inhibitor|ErbB2 inhibitor|JAK2 inhibitor,H-BIOA-003-3
593,BRD-K12513978-001-04-3,cyclooxygenase inhibitor,H-BIOA-003-3
594,BRD-K12539581-001-06-2,tubulin polymerization inhibitor,H-BIOA-003-3
595,BRD-K12932420-001-01-5,Phosphodiesterase inhibitor,H-BIOA-003-3
596,BRD-K12994359-001-02-8,Cyclooxygenase inhibitor,H-BIOA-003-3
597,BRD-K13169950-001-04-5,HDAC inhibitor,H-BIOA-003-3
598,BRD-K13211965-001-01-4,dopamine receptor antagonist,H-BIOA-003-3
599,BRD-K13261168-001-01-4,Dopamine receptor agonist,H-BIOA-003-3
600,BRD-K13356952-001-11-1,carbonic anhydrase inhibitor,H-BIOA-006-3
601,BRD-K13533483-001-03-0,calcineurin inhibitor|cyclophilin inhibitor|immunosuppressant|insulin expression inhibitor|T cell inhibitor,H-BIOA-003-3
602,BRD-K13544237-001-01-0,dopamine receptor agonist|antiamyloidogenic agent,H-BIOA-003-3
603,BRD-K13571841-001-03-7,Aspartic protease inhibitor,H-BIOA-003-3
604,BRD-K13642330-001-02-6,cytochrome P450 inhibitor,H-BIOA-003-3
605,BRD-K13819402-003-02-9,Acetylcholinesterase inhibitor,H-BIOA-003-3
606,BRD-K13994703-001-02-0,adrenergic receptor antagonist,H-BIOA-003-3
607,BRD-K14200658-001-02-6,Vesicular monoamine transporter inhibitor,H-BIOA-003-3
608,BRD-K14221570-236-01-1,HIV entry inhibitor,H-BIOA-003-3
609,BRD-K14282469-001-01-5,serotonin receptor antagonist,H-BIOA-003-3
610,BRD-K14441456-001-01-2,EGFR inhibitor,H-BIOA-003-3
611,BRD-K14496212-001-01-1,dopamine receptor agonist,H-BIOA-003-3
612,BRD-K14536225-001-02-7,Glucosidase inhibitor,H-BIOA-006-3
613,BRD-K14618467-003-01-8,IKK inhibitor,H-BIOA-003-3
614,BRD-K14765469-003-02-3,acetylcholinesterase inhibitor,H-BIOA-003-3
615,BRD-K14767410-001-01-5,cyclooxygenase inhibitor,H-BIOA-003-3
616,BRD-K14807180-001-01-7,serotonin receptor antagonist,H-BIOA-003-3
617,BRD-K14821540-001-02-1,mitochondrial oxidative phosphorylation uncoupler,H-BIOA-003-3
618,BRD-K14888893-001-02-3,KATP activator,H-BIOA-003-3
619,BRD-K14965640-001-03-3,Cyclooxygenase inhibitor,H-BIOA-003-3
620,BRD-K14993104-001-03-4,Chemoreceptor agonist,H-BIOA-003-3
621,BRD-K15025317-001-04-5,NFkB pathway inhibitor,H-BIOA-003-3
622,BRD-K15086322-103-01-0,histamine receptor antagonist|histamine receptor silent antagonist,H-BIOA-006-3
623,BRD-K15164005-001-01-5,carboxylesterase inhibitor,H-BIOA-003-3
624,BRD-K15196155-001-01-5,Hydroxycarboxylic acid receptor agonist,H-BIOA-003-3
625,BRD-K15519488-001-01-6,dopamine receptor agonist,H-BIOA-003-3
626,BRD-K15567136-001-01-1,phosphodiesterase inhibitor,H-BIOA-003-3
627,BRD-K15588452-003-01-9,serotonin receptor antagonist,H-BIOA-003-3
628,BRD-K15601958-001-01-3,Lysophospholipid receptor agonist,H-BIOA-003-3
629,BRD-K15616905-001-01-5,mitochondrial oxidative phosphorylation uncoupler,H-BIOA-003-3
630,BRD-K15715913-001-01-5,dopamine receptor antagonist|serotonin receptor antagonist,H-BIOA-003-3
631,BRD-K15766189-001-02-3,bacterial cell wall synthesis inhibitor,H-BIOA-003-3
632,BRD-K15791587-003-01-7,tachykinin antagonist,H-BIOA-003-3
633,BRD-K15868788-001-01-4,Serotonin receptor antagonist,H-BIOA-003-3
634,BRD-K15916496-001-04-8,cytochrome P450 inhibitor|imidazoline receptor ligand,H-BIOA-003-3
635,BRD-K15933101-003-01-2,dopamine receptor agonist|dopamine receptor modulator,H-BIOA-003-3
636,BRD-K15935639-001-02-0,PGPH inhibitor|proteasome inhibitor,H-BIOA-003-3
637,BRD-K15957397-001-02-6,CDC inhibitor,H-BIOA-003-3
638,BRD-K16195444-001-01-7,Adrenergic receptor agonist,H-BIOA-003-3
639,BRD-K16444452-001-03-4,phosphodiesterase inhibitor|leukotriene receptor antagonist|toll-like receptor antagonist|macrophage migration inhibiting factor inhibitor|macrophage migration inhibiting factor modulator|mediator release inhibitor|nitric oxide synthase inhibitor,H-BIOA-003-3
640,BRD-K16485616-001-01-4,HDAC inhibitor|cell cycle inhibitor,H-BIOA-003-3
641,BRD-K16508793-001-01-8,benzodiazepine receptor agonist,H-BIOA-003-3
642,BRD-K16542329-001-05-1,phosphodiesterase inhibitor,H-BIOA-003-3
643,BRD-K16551401-003-01-8,serotonin receptor agonist,H-BIOA-003-3
644,BRD-K16604360-001-01-8,antiamyloidogenic agent|dopamine receptor agonist,H-BIOA-003-3
645,BRD-K16664969-001-01-7,FLT3 inhibitor|tyrosine kinase inhibitor,H-BIOA-003-3
646,BRD-K16977723-001-01-0,EGFR inhibitor,H-BIOA-003-3
647,BRD-K17016787-001-03-5,estrogen receptor agonist,H-BIOA-003-3
648,BRD-K17140735-300-01-6,Proteasome inhibitor,H-BIOA-003-3
649,BRD-K17294426-050-04-0,dopamine receptor antagonist,H-BIOA-003-3
650,BRD-K17368287-001-03-5,11-beta hydroxysteroid dehydrogenase inhibitor,H-BIOA-003-3
651,BRD-K17378184-300-03-4,Dopamine receptor agonist,H-BIOA-003-3
652,BRD-K17415526-001-02-7,protein tyrosine kinase inhibitor,H-BIOA-003-3
653,BRD-K17497770-001-01-0,EGFR inhibitor|src inhibitor,H-BIOA-003-3
654,BRD-K17565903-066-04-1,muscle relaxant,H-BIOA-003-3
