UMAP 1,UMAP 2,index,Metadata_SMILES,Metadata_BROAD_ID,Scaffold,Var1,Metadata_moa.x
6.975197,9.90415,332,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O,BRD-A72711497,O=C(CCCCCc1ccccc1)CC1CCC(C2CCCCO2)O1,BRD-A72711497,bacterial permeability inducer
7.76312,10.087908,333,CC(C(O)=O)c1ccc(s1)C(=O)c1ccccc1,BRD-A72988804,O=C(c1ccccc1)c1cccs1,BRD-A72988804,cyclooxygenase inhibitor
9.911812,8.793198,334,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,BRD-A73368467,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,BRD-A73368467,histamine receptor antagonist
4.946627,9.522685,335,CC(CCC(=O)NCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,BRD-A73859745,C1CCC2C(C1)CCC1C3CCCC3CCC21,BRD-A73859745,apoptosis stimulant
8.445342,9.699873,336,CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12,BRD-A74667430,c1ccc2c3c([nH]c2c1)COCC3,BRD-A74667430,cyclooxygenase inhibitor
12.140696,5.3804817,337,OC[C@H]1O[C@H](C(O)[C@H]1O)n1cnc2cc(Cl)c(Cl)cc12,BRD-A74904029,c1ccc2c(c1)ncn2C1CCCO1,BRD-A74904029,casein kinase inhibitor
4.7916374,8.186133,338,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,BRD-A74980173,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,BRD-A74980173,bacterial dna gyrase inhibitor
8.27822,7.665579,339,COC1=CC(=O)OC(C1)\C=C\c1ccccc1,BRD-A75455249,O=C1C=CCC(C=Cc2ccccc2)O1,BRD-A75455249,calcium channel modulator|mtor inhibitor|sodium channel blocker
7.4037795,8.804601,340,CC(C)C(NS(=O)(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(O)=O,BRD-A75478957,c1ccc(-c2ccccc2)cc1,BRD-A75478957,collagenase inhibitor|metalloproteinase inhibitor|stromelysin inhibitor
9.162118,9.117123,341,CN1C(C(=O)Nc2cc(C)on2)C(=O)c2ccccc2S1(=O)=O,BRD-A75552914,O=C(Nc1ccon1)C1NS(=O)(=O)c2ccccc2C1=O,BRD-A75552914,cyclooxygenase inhibitor
9.4830065,5.883575,342,CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(CC1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O,BRD-A75769826,c1cc2c3c(c1)OC1c4[nH]c5ccccc5c4CC4C(C2)NCCC314,BRD-A75769826,opioid receptor antagonist
8.762603,7.9890127,343,Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccccc1,BRD-A75817871,O=C1c2ccccc2N=C2C1CCN2c1ccccc1,BRD-A75817871,atpase inhibitor
4.7914934,8.175647,344,CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,BRD-A75850590,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,BRD-A75850590,bacterial dna gyrase inhibitor
4.9222927,5.3638277,345,CC1(C)Oc2ccc(cc2C(C1O)N1CCCC1=O)C#N,BRD-A76093993,O=C1CCCN1C1CCOc2ccccc21,BRD-A76093993,potassium channel activator
9.617709,9.936315,346,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,BRD-A77291778,c1ccc(CC2CCCC2)cc1,BRD-A77291778,acetylcholine receptor antagonist
8.227698,8.705538,347,ClC(Cl)(Cl)C(NC(=O)C=Cc1ccccc1)NC(=S)Nc1cccc2cccnc12,BRD-A77299732,O=C(C=Cc1ccccc1)NCNC(=S)Nc1cccc2cccnc12,BRD-A77299732,eukaryotic translation initiation factor inhibitor
6.0171375,10.928623,348,CCCCCCCCCCCCCCCC(=O)C1C(=O)OC(CO)C1=O,BRD-A77349281,O=C1COC(=O)C1,BRD-A77349281,heparanase inhibitor|tyrosine phosphatase inhibitor
7.5624876,6.065458,349,CC[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,BRD-A78295502,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,BRD-A78295502,anti-arrhythmia
8.538689,11.048254,350,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,BRD-A78377521,S=C1NC=CC(c2ccccc2)N1,BRD-A78377521,kinesin-like spindle protein inhibitor
9.669414,7.7603188,351,CN1CCOC(c2ccccc2)c2ccccc2C1,BRD-A78877355,c1ccc(C2OCCNCc3ccccc32)cc1,BRD-A78877355,cyclooxygenase inhibitor
4.154927,6.8041573,352,CC(C)NC(C)C(O)COc1ccc(C)c2CCCc12,BRD-A78942461,c1ccc2c(c1)CCC2,BRD-A78942461,adrenergic receptor antagonist
4.7187605,11.248433,353,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C1C=Nc2ccccc12,BRD-A79226577,O=C(OC1CC2CCC(C1)N2)C1C=Nc2ccccc21,BRD-A79226577,serotonin receptor antagonist|polarization inhibitor|sodium channel blocker
8.80345,9.760971,354,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,BRD-A79672927,O=C(Cc1ccccc1)NCc1ccncc1,BRD-A79672927,acetylcholine receptor antagonist
7.3012867,6.1210637,355,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,BRD-A79981887,c1ccccc1,BRD-A79981887,adrenergic receptor agonist
7.37342,7.89895,356,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,BRD-A80017228,O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,BRD-A80017228,sodium/potassium/chloride transporter inhibitor
9.153575,9.867053,357,CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1,BRD-A80213327,c1cnc2ccc(Nc3ccncn3)cc2c1,BRD-A80213327,ras gtpase inhibitor
2.4816985,9.726795,358,CCCCC(=O)O[C@@]1([C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]12C)C(=O)CO,BRD-A80594172,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,BRD-A80594172,glucocorticoid receptor agonist
8.07837,10.23534,359,CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc1cn(C)c2ccccc12)C(=O)NC(Cc1ccccn1)C(O)=O,BRD-A80641450,O=C(CNC(=O)N1CCCCCC1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccn1,BRD-A80641450,endothelin receptor antagonist
9.830422,6.510941,360,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(CC1)c1ccccc1)S(=O)(=O)c1cccc2cnccc12,BRD-A81177136,O=C(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)NS(=O)(=O)c1cccc2cnccc12)N1CCN(c2ccccc2)CC1,BRD-A81177136,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist
7.6550007,10.044523,361,NC(Cc1ccc(Cl)cc1)C(O)=O,BRD-A81615860,c1ccccc1,BRD-A81615860,tryptophan hydroxylase inhibitor
4.0692844,9.224978,362,CCN(CC)CCOC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,BRD-A81795050,O=C1CCC2C1CCC1C3CCCCC3=CCC21,BRD-A81795050,oxidosqualene cyclase inhibitor
11.993095,5.529603,363,CCNC(=O)C1OC(C(O)C1O)n1cnc2c(N)nc(NCCc3ccc(CCC(O)=O)cc3)nc12,BRD-A81866333,c1ccc(CCNc2ncc3ncn(C4CCCO4)c3n2)cc1,BRD-A81866333,adenosine receptor agonist
2.9344444,9.589045,364,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,BRD-A82238138,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,BRD-A82238138,glucocorticoid receptor agonist
12.129296,5.3803153,365,Nc1nc(Cl)nc2n(cnc12)C1OC(CO)C(O)C1F,BRD-A82371568,c1ncc2ncn(C3CCCO3)c2n1,BRD-A82371568,ribonucleotide reductase inhibitor|dna polymerase inhibitor|dna repair enzyme inhibitor|dna synthesis inhibitor|ribonucleotide reductase inhibitor
8.662438,9.28367,366,CN(Cc1ccccc1)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C1CCCN1C(=O)Nc1ccccc1[N+]([O-])=O,BRD-A82590476,O=C(NCc1ccccc1)C(Cc1ccc2ccccc2c1)NC(=O)C1CCCN1C(=O)Nc1ccccc1,BRD-A82590476,tachykinin antagonist
9.496932,5.85258,367,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1[nH]c2ccccc2c1CC35O,BRD-A82656074,c1cc2c3c(c1)OC1c4[nH]c5ccccc5c4CC4C(C2)N(CC2CC2)CCC314,BRD-A82656074,opioid receptor antagonist
6.4149413,6.9374638,368,Oc1ccc2C3c4cc(O)c(O)cc4CC3(O)COc2c1,BRD-A83326220,c1ccc2c(c1)CC1COc3ccccc3C21,BRD-A83326220,nitric oxide production inhibitor
8.646339,9.524697,369,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,BRD-A83431637,O=C(OCc1coc(Cc2ccccc2)c1)C1CC1,BRD-A83431637,cytochrome p450 inhibitor
4.9319596,5.380679,370,CCS(=O)(=O)N(C)C1C(O)C(C)(C)Oc2ccc(cc12)C#N,BRD-A83695761,c1ccc2c(c1)CCCO2,BRD-A83695761,potassium channel blocker
9.495764,5.815633,371,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)C(=O)CCC35O,BRD-A83855350,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,BRD-A83855350,opioid receptor antagonist
8.795628,7.728298,372,CCC1(NC(=O)N(C)C1=O)c1ccccc1,BRD-A83937277,O=C1NC(=O)C(c2ccccc2)N1,BRD-A83937277,hydantoin antiepileptic
9.152699,9.048288,373,CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,BRD-A84174393,O=C(Nc1nccs1)C1NS(=O)(=O)c2ccccc2C1=O,BRD-A84174393,cyclooxygenase inhibitor
7.4896293,9.928928,374,NCC(CC(O)=O)c1ccc(Cl)cc1,BRD-A84174873,c1ccccc1,BRD-A84174873,benzodiazepine receptor agonist
7.3151073,6.3622527,375,CCOC(=O)c1ncn-2c1C1CCCN1C(=O)c1cc(OC)ccc-21,BRD-A84389091,O=C1c2ccccc2-n2cncc2C2CCCN12,BRD-A84389091,gaba receptor inverse agonist
4.7169757,11.179931,376,CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1,BRD-A84389633,O=C(OC1CC2CCC(C1)N2)c1ccccc1,BRD-A84389633,serotonin receptor antagonist
6.737247,9.087489,377,C\C=C/C1=C(N2C(SC1)C(NC(=O)C(N)c1ccc(O)cc1)C2=O)C(O)=O,BRD-A85137183,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,BRD-A85137183,bacterial cell wall synthesis inhibitor
12.175498,5.344587,378,OCC1OC(C(O)C1O)n1cnc2c(NC3CCCC3)ncnc12,BRD-A85234536,c1nc(NC2CCCC2)c2ncn(C3CCCO3)c2n1,BRD-A85234536,adenosine receptor agonist
5.636735,8.227239,379,CCCN1CCCC2Cc3n[nH]cc3CC12,BRD-A85280935,c1[nH]nc2c1CC1NCCCC1C2,BRD-A85280935,dopamine receptor agonist
7.307306,9.479214,380,CS(=O)(=O)c1ccc(Cn2c3C(CC(O)=O)CCCc3c3cc(F)cc(F)c23)cc1,BRD-A85472596,c1ccc(Cn2c3c(c4ccccc42)CCCC3)cc1,BRD-A85472596,prostanoid receptor antagonist
4.7262774,11.163826,381,CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1,BRD-A85587465,O=C(OC1CC2CCC(C1)N2)c1ccccc1,BRD-A85587465,serotonin receptor antagonist
7.6831155,9.999404,382,CC(C(O)=O)c1ccc(c(F)c1)-c1ccccc1,BRD-A86044036,c1ccc(-c2ccccc2)cc1,BRD-A86044036,cyclooxygenase inhibitor
8.148203,8.014772,383,NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc12,BRD-A87479750,O=C1Nc2ccccc2C1C(=O)c1cccs1,BRD-A87479750,cyclooxygenase inhibitor
7.4249597,6.215098,384,COc1ccc2cc(ccc2c1)C(C)C(O)=O,BRD-A87719232,c1ccc2ccccc2c1,BRD-A87719232,cyclooxygenase inhibitor
7.5241976,11.108043,385,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,BRD-A88254928,c1ccccc1,BRD-A88254928,adrenergic receptor agonist
5.467085,8.528272,386,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@@]5(C[C@@H]6OC)OCO[C@]5([C@@H](O)[C@H]23)C14,BRD-A88282067,C1CC2CNC3C4(C1)C2CC31OCOC12CCC1CC4C2C1,BRD-A88282067,antiarrhythmic
10.200094,6.9207973,387,Oc1cc2CCNCC(c3ccccc3)c2cc1O,BRD-A88548664,c1ccc(C2CNCCc3ccccc32)cc1,BRD-A88548664,dopamine receptor agonist
4.339902,9.631384,388,CC12C[C@@H](O)C3C(CCC4CC(O)CCC34C)C1(O)CCC2C1=CC(=O)OC1,BRD-A89434049,O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1,BRD-A89434049,atpase inhibitor
8.695639,7.916625,389,OC(C1CCCCN1)c1cc(nc2c(cccc12)C(F)(F)F)C(F)(F)F,BRD-A89585551,c1ccc2c(CC3CCCCN3)ccnc2c1,BRD-A89585551,adenosine receptor antagonist|hemoglobin antagonist
7.894596,10.868907,390,C[C@H](NC[C@H](O)CP(O)(=O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1,BRD-A89672324,O=[PH](CCCNCc1ccccc1)Cc1ccccc1,BRD-A89672324,gaba receptor antagonist
11.996209,5.4828978,391,Nc1nc(Cl)nc2n(cnc12)C1C[C@@H](O)C(CO)O1,BRD-A89947015,c1ncc2ncn(C3CCCO3)c2n1,BRD-A89947015,adenosine deaminase inhibitor|ribonucleotide reductase inhibitor
6.1591215,11.104209,392,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(O)=O)C(O)=O,BRD-A90311807,C1CC1,BRD-A90311807,dehydropeptidase inhibitor
12.094752,5.4287863,393,OC[C@H]1OC2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,BRD-A90462498,N=c1ccn2c(n1)OC1CCOC12,BRD-A90462498,antineoplastic
4.1697583,8.87142,394,CC12CCC3C(C1CCC2O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,BRD-A90490067,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A90490067,estrogen receptor antagonist|dna polymerase inhibitor|soluble epoxide hydrolase inhibitor
4.4984264,6.8764644,395,COc1ccccc1OCC(O)CO,BRD-A90515964,c1ccccc1,BRD-A90515964,expectorant
8.612687,11.034458,396,COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C,BRD-A90799790,C1=CC(c2cccc3nonc23)C=CN1,BRD-A90799790,calcium channel blocker
9.044332,8.875588,397,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,BRD-A91008255,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1,BRD-A91008255,calcium channel blocker
9.289983,9.822151,398,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,BRD-A91699651,c1ccc2ncccc2c1,BRD-A91699651,antimalarial
6.214971,11.308435,399,OC(=O)CCC\C=C/CC1C2CCC(O2)C1CNNC(=O)Nc1ccccc1,BRD-A91866971,O=C(NNCC1CC2CCC1O2)Nc1ccccc1,BRD-A91866971,thromboxane receptor antagonist
5.535889,8.539491,400,CN1[C@H]2CC3CC1C(O)C2O3,BRD-A92161634,C1C2CC3OC1CC3N2,BRD-A92161634,acetylcholine receptor antagonist
3.4819074,9.505507,401,CCCC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(O)CCC(O)=O)C12,BRD-A92585442,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,BRD-A92585442,cytochrome p450 inhibitor
8.600299,10.443121,402,CC(N)C(=O)Nc1c(C)cccc1C,BRD-A92670106,c1ccccc1,BRD-A92670106,sodium channel blocker
5.732645,8.226621,403,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,BRD-A92826379,O=C1CCCC2C3CC(CN12)C1CCCCN1C3,BRD-A92826379,sodium channel blocker
6.0178857,9.089445,404,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,BRD-A93000692,O=C1NC(=O)C(Cc2ccc(OCC3CCCCC3)cc2)S1,BRD-A93000692,ppar receptor agonist
4.4450397,7.209212,405,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(CCNCC(O)COc2ccc(O)cc2)cc1,BRD-A93206962,O=S(=O)(Nc1ccc(CCNCCCOc2ccccc2)cc1)c1ccccc1,BRD-A93206962,adrenergic receptor agonist|adrenergic receptor partial agonist
8.229081,7.6323385,406,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,BRD-A93255169,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,BRD-A93255169,tnf production inhibitor
8.120116,8.642261,407,OC(Cc1ccncc1)C(Cl)(Cl)Cl,BRD-A93477898,c1ccncc1,BRD-A93477898,caspase activator
9.425659,8.780899,408,COC(=O)N1CCN(C(CN2CCCC2)C1)C(=O)Cc1ccc(Cl)c(Cl)c1,BRD-A93659613,O=C(Cc1ccccc1)N1CCNCC1CN1CCCC1,BRD-A93659613,opioid receptor agonist
4.6887264,11.313952,409,CN1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,BRD-A93739713,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,BRD-A93739713,muscarinic antagonist
8.729659,8.372936,410,[O-][N+](=O)c1ccccc1S(=O)(=O)NCC1CCC(CNCC2CCc3ccccc3C2)CC1,BRD-A94413429,O=S(=O)(NCC1CCC(CNCC2CCc3ccccc3C2)CC1)c1ccccc1,BRD-A94413429,neuropeptide receptor antagonist
8.924293,8.571881,411,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1,BRD-A94543220,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,BRD-A94543220,sterol demethylase inhibitor
11.921247,5.6340294,412,CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,BRD-A94624445,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,BRD-A94624445,adenosine receptor agonist|camp stimulant
6.9234385,6.3764944,413,Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1,BRD-A94669766,O=C1CC(c2ccccc2)Oc2ccccc21,BRD-A94669766,aromatase inhibitor
6.524588,8.396044,414,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,BRD-A94709349,O=C1NCC(COc2ccccc2)O1,BRD-A94709349,muscle relaxant
9.944478,8.250702,415,Fc1ccc(cc1)N1CCN(CCC2OCCc3ccccc23)CC1,BRD-A95096829,c1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1,BRD-A95096829,dopamine receptor antagonist
3.7698605,9.372536,416,CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)C3CC[C@]12C)C(C)=O,BRD-A95207036,O=C1C=C2C=CC3C4CCCC4CCC3C2C2CC12,BRD-A95207036,androgen receptor antagonist
6.2977667,7.002571,417,Oc1ccc2C3Oc4cc5OCOc5cc4C3COc2c1,BRD-A95445494,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,BRD-A95445494,interleukin synthesis inhibitor|sodium/glucose cotransporter inhibitor
3.533835,9.348971,418,C[C@]12CCC3C(CCC4=CC(=O)C=C[C@]34C)C1CCC2=O,BRD-A95513702,O=C1C=CC2C(=C1)CCC1C2CCC2C(=O)CCC21,BRD-A95513702,aromatase inhibitor
9.154924,9.198627,419,CNCCC(Oc1ccccc1OC)c1ccccc1,BRD-A95696066,c1ccc(COc2ccccc2)cc1,BRD-A95696066,norepinephrine reuptake inhibitor
7.6239986,8.057331,420,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,BRD-A95869247,O=C(NN1CCc2ccccc21)c1ccccc1,BRD-A95869247,thiazide diuretic
8.874894,8.562574,421,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,BRD-A95939040,c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,BRD-A95939040,sterol demethylase inhibitor
4.804737,7.306064,422,CCCc1c(OCC(O)COc2ccc3c(oc(cc3=O)C(O)=O)c2CCC)ccc(C(C)=O)c1O,BRD-A96456596,O=c1ccoc2cc(OCCCOc3ccccc3)ccc12,BRD-A96456596,leukotriene receptor antagonist
8.399851,9.407541,423,CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1=O,BRD-A96485169,O=C1CCN(Cc2ccccc2)C1=O,BRD-A96485169,aldose reductase inhibitor
8.900989,6.5418024,424,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,BRD-A96882008,O=C(CCc1c[nH]c2ccccc12)OCc1ccccc1,BRD-A96882008,tachykinin antagonist
3.682862,9.305474,425,CC12CC=C3C(CCC4=CC(=O)C=CC34C)C1CC[C@@H]2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1,BRD-A96897502,O=C1C=CC2C(=C1)CCC1C2=CCC2C(C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CCC12,BRD-A96897502,lipid peroxidase inhibitor
7.581199,10.976529,426,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,BRD-A97104540,c1ccc(CCNCCc2ccccc2)cc1,BRD-A97104540,adrenergic receptor agonist
4.763825,11.349524,427,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1,BRD-A97479839,O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1,BRD-A97479839,acetylcholine receptor antagonist
4.109718,6.90415,428,CC(C)NCC(O)COc1cccc2[nH]ccc12,BRD-A97701745,c1ccc2[nH]ccc2c1,BRD-A97701745,adrenergic receptor antagonist|serotonin receptor antagonist
8.314408,9.5169735,429,CC(CNC1CCCCC1)OC(=O)c1ccccc1,BRD-A97730597,O=C(OCCNC1CCCCC1)c1ccccc1,BRD-A97730597,sodium channel blocker
7.734421,9.97703,430,CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1,BRD-A97739905,O=C(c1ccccc1)c1ccccc1,BRD-A97739905,cyclooxygenase inhibitor
8.688949,8.26178,431,Nc1c2C(O)CCCc2nc2ccccc12,BRD-A98299281,c1ccc2nc3c(cc2c1)CCCC3,BRD-A98299281,calcium channel activator
8.272912,8.8377,432,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1,BRD-A98378129,O=C1OC(OC(=O)c2cccnc2Nc2ccccc2)c2ccccc21,BRD-A98378129,cyclooxygenase inhibitor|calcium channel blocker|calcium-activated chloride channel blocker|mucin production inhibitor
6.1836133,10.699611,433,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O,BRD-A98702003,O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12,BRD-A98702003,11-beta-hsd1 inhibitor
9.772619,12.356573,434,CCC(CO)NC(=O)C1CN(C)C2Cc3cn(C)c4cccc(C2=C1)c34,BRD-A98725278,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,BRD-A98725278,serotonin receptor antagonist
5.5550094,8.616188,435,CCN1C[C@]2(C)CC[C@H](OC)[C@]34[C@@H]2[C@H](OC(C)=O)[C@@]2(OCO[C@@]22C[C@H](OC)[C@H]5C[C@]3(O)[C@@H]2[C@H]5OC)C14,BRD-A99177642,C1CC2CNC3C4(C1)C2CC31OCOC12CCC1CC4C2C1,BRD-A99177642,acetylcholine receptor antagonist
12.10699,8.728303,436,CCOc1ccc2ccccc2c1NC(=O)[C@H]1[C@H]2SC(C)(C)C(N2C1=O)C(O)=O,BRD-A99402294,O=C(Nc1cccc2ccccc12)C1C(=O)N2CCSC12,BRD-A99402294,bacterial cell wall synthesis inhibitor
6.53197,6.271739,437,OC[C@H]1OC(Oc2cc3ccc(=O)oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O,BRD-A99411506,O=c1ccc2cc(OC3CCCCO3)ccc2o1,BRD-A99411506,antioxidant
5.9630604,10.7300205,438,CCCCCCCCN1C(=O)C(C(C)=O)=C(C)C1(C)O,BRD-A99449986,O=C1C=CCN1,BRD-A99449986,adenine nucleotide translocase inhibitor|caspase activator|neurotrophic
8.17488,7.8953347,439,COc1c2CC(Oc2nc2ccccc12)C(C)(O)CO,BRD-A99571536,c1ccc2nc3c(cc2c1)CCO3,BRD-A99571536,anti-epileptic
7.754475,7.8055716,440,Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,BRD-K00141480,O=C1C(=O)c2c(ccc3c2CCCC3)-c2occc21,BRD-K00141480,anti-inflammatory|interleukin inhibitor
8.91037,6.8611693,441,O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12,BRD-K00184207,c1ccc2c(c1)[nH]c1cc3c(cc12)[nH]c1ccccc13,BRD-K00184207,aryl hydrocarbon receptor ligand
7.828453,9.3372755,442,CCC(C)(C)N=C(NC#N)Nc1cccnc1,BRD-K00206590,c1ccncc1,BRD-K00206590,atp channel activator
6.1776066,6.7464347,443,COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,BRD-K00259736,O=c1cccc2c(c1)CCCc1ccccc1-2,BRD-K00259736,microtubule inhibitor
6.6033,9.242027,444,CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1,BRD-K00312224,c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,BRD-K00312224,estrogen receptor agonist
9.315727,8.237377,445,Clc1ccccc1CN1CCc2sccc2C1,BRD-K00603606,c1ccc(CN2CCc3sccc3C2)cc1,BRD-K00603606,purinergic receptor antagonist|platelet aggregation inhibitor
10.669224,9.511265,446,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,BRD-K00610438,O=C(c1ccccc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,BRD-K00610438,serotonin receptor antagonist|collagen stimulant
8.886086,8.288013,447,Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F,BRD-K00662280,c1ccc(-c2ccc3nncn3n2)cc1,BRD-K00662280,gaba receptor agonist
7.003634,8.355695,448,NC(N)=Nc1nc(CSCC\C(N)=N/S(N)(=O)=O)cs1,BRD-K00673382,c1cscn1,BRD-K00673382,histamine receptor antagonist
